tax	ENRbarcode1	ENRbarcode2	ENRbarcode3	ENRbarcode4	NORMbarcode1	NORMbarcode2	NORMbarcode3	NORMbarcode4	total
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus agaridevorans	0	0	0	1	0	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus cellulosilyticus	0	0	0	0	0	1	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus cellulositrophicus	0	0	0	1	0	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. N1-1	0	0	0	0	0	1	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus lautus	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus naphthalenovorans	0	0	0	0	0	1	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus pabuli	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus polymyxa	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. BD59S	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. FSL R7-0331	0	0	0	0	1	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Macrococcus;Macrococcus epidermidis	0	0	0	1	0	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. PAMC21692	1	0	0	0	0	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. PK3_47	0	0	0	0	0	1	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. URB8-2	1	0	0	0	0	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. YPD9-1	0	0	0	1	0	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus xylanexedens	0	0	0	1	0	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus yonginensis	0	0	1	0	0	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Planococcaceae;Kurthia;Kurthia sp. 11kri321	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Planococcaceae;Planococcus;Planococcus antarcticus	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Planococcaceae;Planococcus;Planococcus halocryophilus	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Planococcaceae;Sporosarcina;Sporosarcina sp. Marseille-Q4063	0	0	0	0	1	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Planococcaceae;Sporosarcina;Sporosarcina sp. resist	0	1	0	0	0	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. Y1	0	0	0	1	0	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria newyorkensis	0	0	0	1	0	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Listeriaceae;Brochothrix;Brochothrix thermosphacta	0	1	0	0	0	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus tequilensis	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Fictibacillus;Fictibacillus phosphorivorans	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Geobacillus;Geobacillus genomosp. 3	1	0	0	0	0	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Halalkalibacterium (ex Joshi et al. 2022);Halalkalibacterium halodurans	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Halobacillus;Halobacillus litoralis	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Lysinibacillus;Lysinibacillus fusiformis	1	0	0	0	0	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Lysinibacillus;Lysinibacillus sp. 2017	0	0	0	1	0	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Mesobacillus;Mesobacillus sp. S13	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Neobacillus;Neobacillus mesonae	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Neobacillus;Neobacillus sp. Marseille-Q6967	0	0	0	0	1	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Niallia;Niallia sp. Man26	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Niallia;Niallia sp. RD1	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Parageobacillus;Parageobacillus toebii	0	0	0	0	0	1	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Peribacillus;Peribacillus simplex	0	0	0	1	0	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Priestia;Priestia filamentosa	0	0	0	1	0	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Priestia;Priestia koreensis	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Priestia;Priestia megaterium	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Psychrobacillus;Psychrobacillus sp. AK 1817	0	0	1	0	0	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Salicibibacter;Salicibibacter halophilus	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Sutcliffiella;Sutcliffiella horikoshii	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Virgibacillus;Virgibacillus dokdonensis	0	0	0	1	0	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillales_Incertae_sedis;Exiguobacterium;Exiguobacterium sp. AT1b	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillales_Incertae_sedis;Gemella;Gemella morbillorum	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thuringiensis	0	0	0	0	0	1	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Sporolactobacillaceae;Sporolactobacillus;Sporolactobacillus terrae	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Mammaliicoccus;Mammaliicoccus stepanovicii	0	0	0	0	1	0	0	0	1
Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Nonomuraea;Nonomuraea sp. ATCC 55076	0	0	0	0	0	1	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus sp. PV034	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Aquificota;Aquificae;Aquificales;Hydrogenothermaceae;Sulfurihydrogenibium;Sulfurihydrogenibium azorense	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Aquificota;Aquificae;Aquificales;Hydrogenothermaceae;Persephonella;Persephonella marina	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Actinomycetota;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;Conexibacter woesei	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus apis	0	0	0	0	0	1	0	0	1
Bacteria;Bacteria_none;Actinomycetota;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;Conexibacter sp. DBS9H8	0	0	0	0	0	1	0	0	1
Bacteria;Bacteria_none;Actinomycetota;Thermoleophilia;Miltoncostaeales;Miltoncostaeaceae;Miltoncostaea;Miltoncostaea oceani	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Actinomycetota;Nitriliruptoria;Egibacterales;Egibacteraceae;Egibacter;Egibacter rhizosphaerae	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus intestinalis	0	0	0	0	0	1	0	0	1
Bacteria;Bacteria_none;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella sp. zg1085	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus kullabergensis	0	0	0	0	0	1	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus panisapium	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parafannyhessea;Parafannyhessea umbonata	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus pumilus	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus ultunensis	0	0	0	0	0	1	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus;Latilactobacillus sakei	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus;Lentilactobacillus buchneri	0	0	0	0	0	1	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;Leuconostoc citreum	0	1	0	0	0	0	0	0	1
Bacteria;Bacteria_none;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Leptogranulimonas;Leptogranulimonas caecicola	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium;Atopobium sp. oral taxon 416	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Oenococcus;Oenococcus sp. UCMA 16435	0	0	0	0	0	1	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus;Pediococcus pentosaceus	1	0	0	0	0	0	0	0	1
Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae;Actinomadura;Actinomadura sp. NAK00032	0	1	0	0	0	0	0	0	1
Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Streptosporangium;Streptosporangium sp. 'caverna'	0	0	0	0	0	1	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus taiwanensis	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Armatimonadetes;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae;Chthonomonas;Chthonomonas calidirosea	0	0	0	0	0	1	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;Alicyclobacillus dauci	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;Lacticaseibacillus sp. KACC 23028	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Furfurilactobacillus;Furfurilactobacillus rossiae	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus auricularis	0	0	0	0	0	1	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus pseudomycoides	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus condimenti	0	0	0	0	0	1	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus mycoides	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus haemolyticus	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus lugdunensis	0	0	0	0	0	1	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus pasteuri	0	0	0	1	0	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus luti	1	0	0	0	0	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus sp. IVB6181	0	0	0	0	1	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus warneri	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Thermoactinomycetaceae;Thermoactinomyces;Thermoactinomyces vulgaris	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinae	0	0	0	0	1	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Dolosigranulum;Dolosigranulum pigrum	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;Granulicatella adiacens	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Anaerobacillus;Anaerobacillus isosaccharinicus	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus avium	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus cecorum	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Alkalihalobacillus;Alkalihalobacillus sp. LMS6	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Alkalihalobacillus;Alkalihalobacillus krulwichiae	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus raffinosus	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Vagococcus;Vagococcus zengguangii	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Bombilactobacillus;Bombilactobacillus thymidiniphilus	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;Alicyclobacillus fastidiosus	0	0	0	0	1	0	0	0	1
Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium heraklionense	0	0	0	0	0	1	0	0	1
Bacteria;Bacteria_none;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Miniphocaeibacter;Miniphocaeibacter halophilus	0	0	0	1	0	0	0	0	1
Bacteria;Bacteria_none;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Aeoliella;Aeoliella mucimassa	0	0	1	0	0	0	0	0	1
Bacteria;Bacteria_none;Candidatus Saccharibacteria;Candidatus Saccharimonadia;Candidatus Nanosynbacterales;Candidatus Nanosynbacteraceae;Candidatus Nanosynbacter;Candidatus Nanosynbacter lyticus	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter gotjawali	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter xinganensis	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Olivibacter;Olivibacter sp. LS-1	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter cryoconitis	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium oceani	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter mucosus	0	0	0	1	0	0	0	0	1
Bacteria;Bacteria_none;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter sp. G11	0	0	0	0	0	1	0	0	1
Bacteria;Bacteria_none;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter suwonensis	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. LZ7M1	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Caldiserica;Caldisericia;Caldisericales;Caldisericaceae;Caldisericum;Caldisericum exile	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium linens	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Chlamydiota;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia;Candidatus Chlamydia sanziniae	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium sp. CS2	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Chlamydiota;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia;Chlamydia poikilotherma	0	0	0	0	1	0	0	0	1
Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Beutenbergiaceae;Beutenbergia;Beutenbergia cavernae	0	0	0	0	0	1	0	0	1
Bacteria;Bacteria_none;Chlamydiota;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydiifrater;Chlamydiifrater phoenicopteri	0	0	0	0	1	0	0	0	1
Bacteria;Bacteria_none;Chlorobiota;Chlorobiia;Chlorobiales;Chloroherpetonaceae;Chloroherpeton;Chloroherpeton thalassium	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea;Anaerolinea thermophila	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;Chloroflexus;Chloroflexus aggregans	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces zhihengii	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Cyanobacteriota;Cyanobacteriota_Incertae_sedis;Cyanobacteriota_Incertae_sedis_Incertae_sedis;Cyanobacteriota_Incertae_sedis_Incertae_sedis_Incertae_sedis;Cyanobacteriota_Incertae_sedis_Incertae_sedis_Incertae_sedis_Incertae_sedis;cyanobacterium endosymbiont of Rhopalodia gibberula	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Cyanobacteriota;Cyanophyceae;Chroococcales;Geminocystaceae;Cyanobacterium;Cyanobacterium sp. uoEpiScrs1	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Cyanobacteriota;Cyanophyceae;Gloeobacterales;Gloeobacteraceae;Anthocerotibacter;Anthocerotibacter panamensis	0	1	0	0	0	0	0	0	1
Bacteria;Bacteria_none;Cyanobacteriota;Cyanophyceae;Gloeomargaritales;Gloeomargaritaceae;Gloeomargarita;Gloeomargarita lithophora	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacteroidota;Saprospiria;Saprospirales;Saprospiraceae;Saprospira;Saprospira sp. CCB-QB6	0	0	0	1	0	0	0	0	1
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Faecalibacter;Faecalibacter bovis	0	0	0	0	1	0	0	0	1
Bacteria;Bacteria_none;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Murdochiella;Murdochiella vaginalis	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Zunongwangia;Zunongwangia sp. HRR-M8	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;Agromyces sp. CFWR-12	0	0	0	0	0	1	0	0	1
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gramella;Gramella forsetii	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gramella;Gramella salexigens	0	0	0	1	0	0	0	0	1
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Lutibacter;Lutibacter profundi	0	0	0	1	0	0	0	0	1
Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Dermacoccaceae;Dermacoccus;Dermacoccus nishinomiyaensis	0	0	0	0	1	0	0	0	1
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Rasiella;Rasiella rasia	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Salegentibacter;Salegentibacter mishustinae	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Seonamhaeicola;Seonamhaeicola sp. S2-3	0	0	0	0	1	0	0	0	1
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum;Tenacibaculum jejuense	0	1	0	0	0	0	0	0	1
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum;Tenacibaculum maritimum	0	0	0	1	0	0	0	0	1
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Winogradskyella;Winogradskyella schleiferi	0	1	0	0	0	0	0	0	1
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Chryseobacterium balustinum	0	0	0	0	1	0	0	0	1
Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Cellulomonadaceae;Cellulomonas;Cellulomonas palmilytica	0	1	0	0	0	0	0	0	1
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Chryseobacterium gleum	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Chryseobacterium manosquense	0	0	1	0	0	0	0	0	1
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Chryseobacterium oranimense	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Chryseobacterium oryzae	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Chryseobacterium sp. G0186	0	1	0	0	0	0	0	0	1
Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Cellulomonadaceae;Oerskovia;Oerskovia sp. KBS0722	1	0	0	0	0	0	0	0	1
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Chryseobacterium sp. PCH239	0	1	0	0	0	0	0	0	1
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Chryseobacterium sp. SNU WT5	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Chryseobacterium taklimakanense	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Cellulomonadaceae;Cellulomonas;Cellulomonas wangleii	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Elizabethkingia;Elizabethkingia anophelis	0	0	0	0	0	0	1	0	1
Bacteria;Bacteria_none;Cyanobacteriota;Cyanophyceae;Nostocales;Aphanizomenonaceae;Nodularia;Nodularia sphaerocarpa	0	0	0	0	0	0	0	1	1
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Evansella;Evansella cellulosilytica	0	0	0	0	0	0	1	0	1
